%% 4 parameter %%
% Reference:
1.00000		0.31141		0.95227		1.00000		4.14180		1175.00000
1.00000		0.35526		0.96470		0.95566		4.16840		1178.40000
1.00000		0.34447		0.97684		0.91194		4.13500		1173.50000
1.00000		0.35241		0.96273		0.96529		4.16890		1178.40000
1.00000		0.35383		0.95988		1.02820		4.11230		1178.20000
1.00000		0.35057		0.95997		1.00000		4.15620		1177.00000
1.00000		0.30948		0.95240		0.98094		4.15840		1177.10000
1.00000		0.36185		1.03100		0.95342		3.95080		1177.90000
1.00000		0.35296		0.95455		1.01180		4.09990		1176.30000
1.00000		0.33314		0.94623		0.98645		4.14670		1175.30000
1.00000		0.31363		0.94847		1.00000		4.12540		1173.20000
1.00000		0.37027		0.98295		0.93885		4.13380		1173.90000
1.00000		0.34986		1.03710		0.95999		3.91440		1178.40000
1.00000		0.34932		0.96111		0.96548		4.16910		1178.40000
1.00000		0.34789		0.96112		0.96970		4.16790		1178.30000
1.00000		0.31136		1.02070		0.93012		3.99750		1174.30000
1.00000		0.33716		0.98104		0.94397		4.14470		1175.80000
1.00000		0.33096		0.97338		0.92892		4.15230		1175.80000
1.00000		0.36057		0.95936		0.96980		4.16720		1178.20000
1.00000		0.36820		0.96055		0.97955		4.16200		1177.90000
1.00000		0.36209		0.95642		0.98043		4.16090		1177.30000
1.00000		0.37361		0.97531		0.95548		4.16090		1177.50000
1.00000		0.33570		0.95144		1.02510		4.01030		1177.30000
1.00000		0.30731		0.93893		0.97586		4.15590		1176.20000
1.00000		0.30059		0.94650		1.01080		4.08590		1175.50000
1.00000		0.35013		0.97103		0.95590		4.16580		1177.90000
1.00000		0.35385		0.96818		0.96050		4.16730		1178.30000
1.00000		0.35290		0.96550		0.96006		4.16860		1178.40000
1.00000		0.35780		0.94464		0.97934		4.14900		1175.60000
1.00000		0.36026		0.95056		1.00000		4.11270		1174.60000
1.00000		0.34285		0.94210		1.00730		4.08850		1173.40000
% Mine
1.00000		0.31141		0.95227		1.00000		4.14177		1174.97360
1.00000		0.35526		0.96470		0.95566		4.16835		1178.35079
1.00000		0.34447		0.97684		0.91194		4.13503		1173.54650
1.00000		0.35241		0.96273		0.96529		4.16887		1178.44525
1.00000		0.35383		0.95988		0.97253		4.16800		1178.17362
1.00000		0.35057		0.95997		1.00000		4.15623		1177.04354
1.00000		0.30948		0.95240		0.98094		4.15844		1177.09125
1.00000		0.36185		0.96997		0.95342		4.16423		1177.85576
1.00000		0.35296		0.95455		0.98833		4.14687		1176.30928
1.00000		0.33314		0.94623		0.98645		4.14673		1175.25164
1.00000		0.31363		0.94847		1.00000		4.12541		1173.16352
1.00000		0.37027		0.98295		0.93885		4.13381		1173.91715
1.00000		0.34986		0.96426		0.95999		4.16911		1178.41698
1.00000		0.34932		0.96111		0.96548		4.16909		1178.41146
1.00000		0.34789		0.96112		0.96970		4.16785		1178.34080
1.00000		0.31136		0.97968		0.93012		4.14123		1174.34817
1.00000		0.33716		0.98104		0.94397		4.14467		1175.79731
1.00000		0.33096		0.97338		0.92892		4.15228		1175.79939
1.00000		0.36057		0.95936		0.96980		4.16723		1178.19430
1.00000		0.36820		0.96055		0.97955		4.16196		1177.89414
1.00000		0.36209		0.95642		0.98043		4.16093		1177.29955
1.00000		0.37361		0.97531		0.95548		4.16094		1177.46206
1.00000		0.33570		0.95144		0.97554		4.15885		1177.25193
1.00000		0.30731		0.93893		0.97586		4.15588		1176.15348
1.00000		0.30059		0.94650		0.98935		4.13940		1175.47925
1.00000		0.35013		0.97103		0.95590		4.16577		1177.93840
1.00000		0.35385		0.96818		0.96050		4.16732		1178.32979
1.00000		0.35290		0.96550		0.96006		4.16862		1178.38481
1.00000		0.35780		0.94464		0.97934		4.14903		1175.64254
1.00000		0.36026		0.95056		1.00000		4.11268		1174.55186
1.00000		0.34285		0.94210		0.99271		4.12503		1173.41324
%% 3 parameter %%
% Reference
0.33921		0.95732		1.00000		4.15520		1174.50000
0.37246		0.96801		0.95547		4.17810		1177.30000
0.35394		0.97977		0.91298		4.13920		1172.00000
0.36846		0.96587		0.96663		4.17950		1177.50000
0.37144		0.96370		0.97341		4.17910		1177.30000
0.36819		0.96313		1.00000		4.16800		1176.20000
0.34479		0.95929		0.98075		4.17170		1176.60000
0.37639		0.97389		0.95397		4.17150		1176.50000
0.37471		0.95934		0.98991		4.15840		1175.70000
0.36132		0.95302		0.98776		4.16030		1174.90000
0.34083		0.95371		1.00000		4.14040		1172.80000
0.37719		0.98597		0.93955		4.13500		1172.10000
0.36520		0.96795		0.96039		4.17930		1177.40000
0.36789		0.96593		0.96597		4.17960		1177.50000
0.36711		0.96501		0.96982		4.17900		1177.50000
0.31797		0.98287		0.93084		4.14430		1172.70000
0.34416		1.01480		0.94466		4.02720		1174.10000
0.34303		0.97674		0.93058		4.15810		1174.40000
0.37604		0.96354		0.97087		4.17860		1177.40000
0.38402		0.96387		0.98083		4.17310		1177.00000
0.37990		0.96046		0.98148		4.17300		1176.60000
0.38619		0.97965		0.95609		4.16600		1175.90000
0.36367		0.95888		0.97602		4.17240		1176.80000
0.35108		0.95210		0.97666		4.17110		1176.10000
0.33882		0.95470		0.98925		4.15480		1175.30000
0.36151		1.02510		0.95638		4.02430		1176.60000
0.36862		0.97455		0.96115		4.17410		1177.10000
0.36956		0.97007		0.96068		4.17780		1177.30000
0.38209		0.95224		0.98063		4.16350		1175.40000
0.38107		0.95565		1.00000		4.12760		1174.10000
0.36989		0.94879		0.99540		4.13640		1173.20000
0.34511		1.00000		0.94244		4.10950		1171.40000
0.36026		1.00000		0.95056		4.11270		1172.60000
0.36667		0.98279		0.94542		4.15230		1174.00000
0.36819		0.96575		0.96615		4.17960		1177.50000
0.37024		0.96481		0.96867		4.17880		1177.50000
0.37007		0.96166		0.97164		4.17800		1177.20000
0.29935		1.00000		0.94670		4.11860		1173.50000
0.31566		0.97944		0.93991		4.16100		1174.60000
0.34460		0.98027		0.95225		4.16270		1175.70000
0.38926		0.96004		0.97642		4.17340		1176.80000
% Mine
0.33921		0.95732		1.00000		4.15521		1174.47674
0.37246		0.96801		0.95546		4.17815		1177.28473
0.35393		0.97977		0.91298		4.13917		1171.97678
0.36847		0.96587		0.96663		4.17952		1177.49318
0.37144		0.96369		0.97341		4.17912		1177.31876
0.36819		0.96313		1.00000		4.16795		1176.20623
0.34479		0.95929		0.98075		4.17173		1176.61284
0.37639		0.97389		0.95397		4.17153		1176.54622
0.37472		0.95934		0.98991		4.15842		1175.70853
0.36132		0.95302		0.98776		4.16027		1174.91767
0.34083		0.95371		1.00000		4.14037		1172.82047
0.37719		0.98597		0.93955		4.13503		1172.12506
0.36520		0.96795		0.96039		4.17927		1177.37144
0.36789		0.96593		0.96597		4.17959		1177.49391
0.36711		0.96501		0.96982		4.17901		1177.45589
0.31797		0.98287		0.93084		4.14426		1172.67599
0.34416		0.98542		0.94466		4.14463		1174.08477
0.34303		0.97674		0.93058		4.15810		1174.37445
0.37604		0.96354		0.97087		4.17862		1177.35668
0.38402		0.96387		0.98083		4.17313		1177.02950
0.37990		0.96046		0.98148		4.17301		1176.56545
0.38619		0.97964		0.95609		4.16596		1175.90797
0.36367		0.95888		0.97602		4.17242		1176.78169
0.35108		0.95211		0.97666		4.17114		1176.12094
0.33882		0.95470		0.98925		4.15484		1175.28830
0.36152		0.97553		0.95638		4.17291		1176.57312
0.36862		0.97455		0.96115		4.17408		1177.05924
0.36955		0.97007		0.96068		4.17776		1177.26780
0.38209		0.95224		0.98063		4.16347		1175.36618
0.38107		0.95565		1.00000		4.12759		1174.11346
0.36989		0.94879		0.99540		4.13636		1173.21840
0.34511		1.00000		0.94244		4.10951		1171.42974
0.36026		1.00000		0.95056		4.11268		1172.55186
0.36667		0.98279		0.94542		4.15233		1173.96146
